Код,Артикул (с /),Артикул,Доп. поле: Артикул на сайте WB,Штрихкод EAN13,Группы,Код_1,Наименование,Артикул_2,Цена: Цена закупки в юанях,Закупочная цена,Штрихкод EAN13_3,Штрихкод EAN8,Вес,Доп. поле: Артикул на сайте WB_4,Доп. поле: ABC анализ,Доп. поле: Логистика (Кит-Мск),Доп. поле: Дата поступления первого остатка,Остаток,Продаж в день
01538,1538,1538,147104971/165043997,2000000013756,Красота,01538,Маска-бандаж для лица - РОЗОВАЯ без размера,1538,"40,0","736,0",2000000013756,1538,"0,04",147104971/165043997,A1 TOP,"34,5",,35.0,
01426,1425/L,1425,140957995,2000000012322,Для животных,01426,"Трусы пояс для кобеля ""L"" - Синий",1425/L,"7,0","191,37",2000000012322,1426,"0,07",140957995,Sale,"34,5",,0.0,
01572,1572,1572,149564203,2000000014456,Красота,01572,Кусачки клиппер маникюрный для обрезки накладных нарощенных ногтей серебро,1572,"4,7","190,0",2000000014456,1572,"0,08",149564203,Sale,"34,5",,0.0,
00961,961,961,85548807,2000000006086,Для животных,00961,Гамак для домашних животных 20*20 БЕЖЕВЫЙ СМАЙЛ,961,"6,8","212,0",2000000006086,961,"0,1",85548807,Sale,"29,5",,0.0,
01500,1500,1500,147026574,2000000013374,Красота,01500,Маска-бандаж для лица - M - беж. с большим вырезом,1500,"21,0","396,0",2000000013374,1500,"0,03",147026574,Sale,"34,5",,0.0,
01588,1588,1588,152038202,2000000014777,Сад,01588,"Ороситель садовый 360 градусов, автополив желтый",1588,"6,2","274,0",2000000014777,1588,"0,26",152038202,Season,"34,5",,238.0,
00864,864/L,864,75281943,2000000005089,Для животных,00864,"Гигиенические трусы для собак многоразовые ""L"" Черные",864/L,"4,0","173,0",2000000005089,864,"0,1",75281943,C2,"35,8",,0.0,
01566,1566,1566,149311042,2000000014333,Дом,01566,Портативный usb блендер,1566,"36,0","858,0",2000000014333,1566,"0,05",149311042,Sale,"34,5",,0.0,
01417,1416/38,1416,141252990,2000000012230,Спортивные товары,01417,"Пуанты (балетки) для балета, хлопок, цвет: бежевый, размер 38 (8)",1416/38,"86,0","1552,0",2000000012230,нет,"0,21",141252990,A2,"34,5",,0.0,
00855,855/L,855,74938968,2000000004983,Для животных,00855,"Трусы-памперсы для собак многоразовые. ""L"" Голубые",855/L,"9,0","250,0",2000000004983,855,"0,1",74938968,Sale,"35,8",,0.0,
01877,1877/S,1877,162305887,2000000019987,Одежда и обувь,01877,Топ корсет сетка с длинным рукавом Розовый S,1877/S,"53,0","1041,0",2000000019987,,"0,13",162305887,New,"40,0",,,
01894,1894,1894,164425621,2000000020419,Красота,01894,Картриджи для тату 1015RM,1894,"28,0","537,0",2000000020419,,"0,1",164425621,New,"34,5",,,
01878,1782/S,1782,162043012,2000000019970,Одежда и обувь,01878,брюки карго женские свободные джинсы парашюты Бел М,1782/S,"51,0","1305,0",2000000019970,,"0,4",162043012,Sale,"38,0",,,
01895,1895,1895,164432858,2000000020396,Красота,01895,Картриджи для тату 1021RM,1895,"38,0","577,0",2000000020396,,"0,1",164432858,New,"34,5",,,
01896,1896,1896,164435564,2000000020402,Красота,01896,Картриджи для тату 1013RL,1896,"28,0","537,0",2000000020402,,"0,1",164435564,New,"34,5",,,
01783,1879/S,1879,в одну,2000000019994,Одежда и обувь,01783,брюки карго женские свободные джинсы парашюты Серые S,1879/S,"56,9","1308,0",2000000019994,,"0,27",в одну,Sale,"38,0",,,
01257,1257,1257,101443688,2000000010397,Красота,01257,"Кератиновый маскирующий консилер, пудра POWDER - Коричневый 4 гр. - Brown 03",1257,"4,4","154,0",2000000010397,1257,"0,038",101443688,Sale,"34,5",,0.0,
01582,1582/S,1582,149019507,2000000014654,Для животных,01582,Кепка для животных синяя S,1582/S,"7,0","201,0",2000000014654,1582,"0,05",149019507,Sale,"34,5",,0.0,
01605,1605,1605,152210044,2000000015101,Сад,01605,Фигурка садовая с подсветкой на солнечной батарее сова темная,1605,"13,0","458,0",2000000015101,1605,"0,04",152210044,Season,"34,5",,0.0,
00903,903,903,80964500,2000000021355,Красота,00903,Помада-краска Root Retoucher 4 гр. (ТЕМНО-КОРИЧНЕВЫЙ),903,"5,0","160,0",2000000021355,903,"0,03",80964500,C1,"29,5",,0.0,
01463,1463/27-28,1463,144704740,2000000012889,Спортивные товары,01463,Ласты детские для бассейна короткие розово-белые,1463/27-28,"24,0","613,0",2000000012889,1463,"0,35",144704740,A2,"34,5",,0.0,
01149,1149,1149,100306104,2000000009117,Здоровье,01149,Блокатор вирусов для ВЗРОСЛЫХ. Сине-фиолетовая упаковка- 1шт.,1149,"0,65","79,0",2000000009117,1149,"0,01",100306104,Season,"34,5",,0.0,
00107,107,107,21698197,2042169233682,Для малышей,00107,"Трубка газоотводная для новорожденных, коробка с 10 штуками",107,"15,6","300,0",2042169233682,107,"0,06",21698197,Архив,"25,7",,0.0,
00042,42,42,22554334,2001351004370101,Красота,00042,Тренажеры дыхательные (резинка) ЧЕРНЫЙ,42,"1,5","12,0",2001351004370101,42,"0,02",22554334,архив,"34,5",,0.0,
00678,678,678,57657015,2000000007571,Хобби,00678,"Бинт бандажный эластичный «Лето», размер: 50 мм × 4,5 м, цвета: бежевый, оранжевый, зеленый, черный. 10 штук",678,"9,89","360,53",2000000007571,678,"0,3",57657015,B1,"34,5",,,
00032,32,32,22738947/166922135,2000000012384,Для малышей,00032,"Аспиратор детский «Сова», пластик, силикон, розовый",32,"2,03","109,0",2000000012384,32,"0,04",22738947/166922135,Sale,"25,7",,0.0,
00066,66/40,66,22907194,2000000002767,Для малышей,00066,"Козырек для купания малыша, желтый",66/40,"1,04","77,0",2000000002767,66,"0,02",22907194,Sale,"34,5",,0.0,
00089,89,89,25627586,2000000021300,Красота,00089,"Шапка для сна с резинкой, бежевая",89,"5,2","180,0",2000000021300,89,"0,03",25627586,C1,"29,5",,0.0,
00051,51,51,25629115,200135100410311,Сад,00051,"Проращиватель семян, бокс + сеточка, без крышки",51,"3,27","231,0",200135100410311,51,"0,4",25629115,Архив,"34,5",,0.0,
00815,815,815,80323947,2000000004280,Красота,00815,"SUAKE #1 Кератиновый маскирующий консилер, пудра КОРИЧНЕВЫЙ, 4 гр",815,"3,8","142,0",2000000004280,815,"0,04",80323947,B1,"25,7",,30.0,
01890,1890/S,1890,в кт 152353580,2000000020358,Одежда и обувь,01890,Рубашка пижамная удлиненная черная S,1890/S,"30,0","706,0",2000000020358,,"0,19",в кт 152353580,New,"40,0",,,
01891,1891/M,1891,в кт 152353580,2000000020334,Одежда и обувь,01891,Рубашка пижамная удлиненная черная M,1891/M,"30,0","706,0",2000000020334,,"0,19",в кт 152353580,New,"40,0",,,
00110,110,110,27038369,2000000002613,Дом,00110,"Лента противоскользящая прозрачная самоклеящаяся, 60×10 см, 1 штука",110,"3,2","130,0",2000000002613,110,"0,03",27038369,A1 TOP,"28,1",,1196.0,
01892,1892/S,1892,в кт 152353580,2000000020341,Одежда и обувь,01892,Рубашка пижамная удлиненная розовая S,1892/S,"30,0","706,0",2000000020341,,"0,19",в кт 152353580,New,"40,0",,,
01893,1893/M,1893,в кт 152353580,2000000020365,Одежда и обувь,01893,Рубашка пижамная удлиненная розовая M,1893/M,"30,0","706,0",2000000020365,,"0,19",в кт 152353580,New,"40,0",,,
01446,1446,1446,143723011,2000000012667,Винил,01446,Слипмат фетровый для диска винилового проигрывателя - Темно-коричневый,1446,"4,8","126,0",2000000012667,1446,"0,01",143723011,Sale,"34,5",,0.0,
00020,20,20,41556166,2000000004648,Для малышей,00020,"Термометр детский, наклейка-полоска налобная, 5 шт.",20,"0,4","76,0",2000000004648,20,"0,01",41556166,C1 TOP,"34,5",,0.0,
01493,1493,1493,146701111,2000000013305,Хобби,01493,"Конструктор 3D из миниблоков кукла ""Kaws""  -  черный с цветными органами - (1750 шт)",1493,"31,0","751,09",2000000013305,1493,"0,35",146701111,B2,"34,5",,0.0,
01429,1428/L,1428,140958277,2000000012353,Для животных,01429,"Трусы пояс для кобеля ""L"" - Зленый",1428/L,"8,0","197,0",2000000012353,1429,"0,07",140958277,Sale,"27,9",,0.0,
01018,1018,1018,110784469,2000000006710,Для животных,01018,Лакомство для кошек. Конфета 1 шт.,1018,"1,5","105,0",2000000006710,1018,"0,1",110784469,Sale,"29,5",,0.0,
00034,34,34,33957938,65647474664748470,Дом,00034,"Фильтр для слива, 20 шт., розовый",34,"4,79","141,0",65647474664748470,34,"0,01",33957938,C1,"34,5",,0.0,
01473,14722/L,14722,146263568,2000000012988,Спортивные товары,01473,Щитки футбольные Синие Sport 2 шт - размер L,14722/L,"3,5","190,0",2000000012988,1473,"0,1",146263568,C2,"34,5",,0.0,
00098,98,98,34580626,2000000007786,Для животных,00098,"Сумочка для корма, силикон, чёрная, крепеж прищепка",98,"7,6","212,0",2000000007786,98,"0,09",34580626,C1,"27,9",,0.0,
00002,2,2,34583378,2000000008288,18+,00002,"Спринцовка «Пика», 15 см",2,"13,7","336,0",2000000008288,2,"0,13",34583378,Sale,"34,5",,0.0,
00647,647/L,647,64113468,2000000002170,Для малышей,00647,"Бандаж для беременных 4 в 1, послеродовой, корсетный пояс утягивающий, для спины, бежевый, размер L",647/L,"19,56","350,0",2000000002170,220103002,"0,1",64113468,Архив,"34,5",,0.0,
